clg_name,rating,fees,pkg,STATE,CLG_ID
"College of Engineering Trikaripur, Kasaragod",7.6,43805,400000,KL,KLCo7
"Vedavyasa Institute of Technology, Malappuram",7.6,124000,576000,KL,KLVe7
"Sree Buddha College of Engineering Pattoor - [SBCE], Alappuzha",7.7,75000,5600000,KL,KLSr7
"Sreepathy Institute of Management and Technology - [SIMAT] Vavannor, Palakkad",7.7,75000,240000,KL,KLSr7
"Viswajyothi College of Engineering and Technology - [VJCET], Ernakulam",7.7,96500,400000,KL,KLVi7
"Rajadhani Institute of Engineering and Technology - [RIET] Attinga, Thiruvananthapuram",7.7,120000,340000,KL,KLRa7
"Jawaharlal College of Engineering and Technology - [JCET] Ottapalam, Palakkad",7.7,300000,280000,KL,KLJa7
"College of Engineering Kottarakkara, Kollam",7.8,36932,1200000,KL,KLCo7
"College of Engineering Thalassery, Kannur",7.8,38250,3200000,KL,KLCo7
"Holy Grace Academy of Engineering - [HGAE], Thrissur",7.8,60000,230000,KL,KLHo7
"Marian Engineering College - [MEC], Thiruvananthapuram",7.8,97750,2200000,KL,KLMa7
"Sahrdaya College of Engineering - [SCE] Kodakara, Thrissur",7.9,35000,350000,KL,KLSa7
"College of Engineering Adoor - [CEA], Pathanamthitta",7.9,53328,550000,KL,KLCo7
"Sree Chitra Thirunal College of Engineering - [SCTCE], Thiruvananthapuram",7.9,62668,860000,KL,KLSr7
"SCMS School of Engineering and Technology [SSET], Ernakulam",7.9,72225,1300000,KL,KLSC7
"St. Joseph's College of Engineering and Technology - [SJCET] Palai, Kottayam",7.9,100400,550000,KL,KLSt7
"Hindustan College of Engineering - [HCE], Kollam",8.0,50000,1400000,KL,KLHi8
"Toc H Institute of Science and Technology - [TIST], Ernakulam",8.0,60000,4333000,KL,KLTo8
"Christ College of Engineering - [CCEIJK] Irinjalakuda, Thrissur",8.0,96000,180000,KL,KLCh8
"MEA Engineering College- [MEAEC], Malappuram",8.1,75000,300000,KL,KLME8
"Government College of Engineering - [GCE], Kannur",8.2,7600,400000,KL,KLGo8
"College of Engineering- [CEC] Cherthala, Alappuzha",8.2,35000,1200000,KL,KLCo8
"College of Engineering Pathanapuram, Pathanamthitta",8.2,53450,1000000,KL,KLCo8
"College of Engineering Aranmula, Pathanamthitta",8.2,56355,1500000,KL,KLCo8
"Federal Institute of Science and Technology - [FISAT], Ernakulam",8.2,75100,851000,KL,KLFe8
"Cochin University of Science and Technology, School of Engineering -[SOE] Thrikkakara, Ernakulam",8.2,86040,1041000,KL,KLCo8
"Amrita Vishwa Vidyapeetham Amritapuri Campus, Kollam",8.2,100000,1719000,KL,KLAm8
"TKM College of Engineering - [TKMCE], Kollam",8.3,8410,550000,KL,KLTK8
"Rajadhani Institute of Science and Technology - [RIST], Palakkad",8.3,35000,454000,KL,KLRa8
"College of Engineering Poonjar, Kottayam",8.3,35000,800000,KL,KLCo8
"Saintgits College of Engineering, Kottayam",8.3,75000,350000,KL,KLSa8
"Cochin University College of Engineering Kuttanad - [CUCEK], Alappuzha",8.3,88890,450000,KL,KLCo8
"Indian Institute of Information Technology [IIIT], Kottayam",8.3,230450,700000,KL,KLIn8
"KVASU, College of Dairy Science and Technology Mannuthy - [CDST], Thrissur",8.4,,1200000,KL,KLKV8
"College of Engineering, Thiruvananthapuram",8.4,50000,6400000,KL,KLCo8
"Indian Institute of Space Science and Technology - [IIST], Thiruvananthapuram",8.4,144900,2088000,KL,KLIn8
"Government Engineering College - [GEC] Barton Hill, Thiruvananthapuram",8.5,18425,320000,KL,KLGo8
"Government Engineering College - [GECT], Thrissur",8.5,22150,7200000,KL,KLGo8
"College of Engineering Vadakara - [CEV], Kozhikode",8.5,55105,350000,KL,KLCo8
"IIT Palakkad - Indian Institute of Technology - [IITPKD], Palakkad",8.7,223900,550000,KL,KLII8
"KMCT College of Engineering, Kozhikode",8.8,75000,720000,KL,KLKM8
"Mallabhum Institute of Technology - [MIT], Bishnupur",7.2,88750,450000,MANI,MAMa7
"North-Eastern Hill University - [NEHU], Shillong",7.5,49600,842000,MEG,MENo7
"National Institute of Technology - [NIT] Meghalaya, Shillong",7.5,155150,18000000,MEG,MENa7
"William Carey University - [WCU], Shillong",7.9,81000,4500000,MEG,MEWi7
"Amrutvahini College of Engineering - [AVCOE], Ahmednagar",5.5,120000,200000,MH,MHAm5
"AISSMS Institute of Information Technology, Pune",6.1,118751,4800000,MH,MHAI6
"ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER], Pune",6.5,67000,600000,MH,MHAB6
"Nagpur Institute of Technology - [NIT], Nagpur",6.5,107000,2400000,MH,MHNa6
"Jayawantrao Sawant College of Engineering- [JSCOE], Pune",6.5,112500,4840000,MH,MHJa6
"Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon, Pune",6.5,138060,1200000,MH,MHSi6
"Arvind Gavali College of Engineering - [AGCE], Satara",6.6,72500,470000,MH,MHAr6
"PDEA College of Engineering Manjari, Pune",6.6,90000,1200000,MH,MHPD6
"MET Bhujbal Knowledge City, Nashik",6.7,100000,1200000,MH,MHME6
"Indira College of Engineering & Management - [ICEM], Pune",6.7,104000,1600000,MH,MHIn6
"SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala, Pune",6.7,125170,340000,MH,MHSK6
"Siddhant College of Engineering - [SCOE] Sudumbare, Pune",6.8,65000,300000,MH,MHSi6
"Brahmdevdada Mane Institute of Technology - [BMIT], Solapur",6.9,98000,1130000,MH,MHBr6
"Rajarshi Shahu College of Engineering - [RSCOE] Tathawade, Pune",6.9,113000,150000,MH,MHRa6
"Government College of Engineering - [GCE], Chandrapur",7.0,25293,290000,MH,MHGo7
"Pune Vidhyarthi Griha's College of Engineering and Technology - [PVGCOET], Pune",7.0,115397,500000,MH,MHPu7
"Theem College of Engineering - [TCOE], Palghar",7.1,64000,4400000,MH,MHTh7
"Jawaharlal Darda Institute of Engineering and Technology - [JDIET], Yavatmal",7.1,80000,6100000,MH,MHJa7
"A. P. Shah Institute of Technology - [APSIT], Thane",7.1,137706,1833000,MH,MHA.7
"Government College of Engineering - [GCOEA], Amravati",7.2,85160,450000,MH,MHGo7
"PES College of Engineering - [PESCOE], Aurangabad",7.2,87054,450000,MH,MHPE7
"Finolex Academy of Management and Technology - [FAMT], Ratnagiri",7.2,92000,425000,MH,MHFi7
"GS Mandal's Marathwada Institute of Technology - [MIT], Aurangabad",7.2,101000,700000,MH,MHGS7
"JD College of Engineering and Management, Nagpur",7.2,103000,950000,MH,MHJD7
"MVPS's Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering, Nashik",7.2,107285,3000000,MH,MHMV7
"Pravara Rural Engineering College - [PREC] Loni, Ahmednagar",7.2,113000,310000,MH,MHPr7
"Jawaharlal Nehru Engineering College - [JNEC], Aurangabad",7.2,169000,1600000,MH,MHJa7
"Walchand Institute of Technology - [WIT], Solapur",7.3,38848,200000,MH,MHWa7
"Alamuri Ratnamala Institute of Engineering and Technology - [ARMIET], Thane",7.3,88500,1000000,MH,MHAl7
"Sityog Institute of Technology, Aurangabad",7.3,111000,1000000,MH,MHSi7
"DY Patil College of Engineering and Technology - [DYPCET], Kolhapur",7.3,114085,350000,MH,MHDY7
"H.V.P.Mandal's College of Engineering & Technology, Amravati",7.4,80300,240000,MH,MHH.7
"Wainganga College of Engineering and Management - [WCEM], Nagpur",7.4,87000,400000,MH,MHWa7
"Shree LR Tiwari College of Engineering - [SLRTCE], Thane",7.4,90000,380000,MH,MHSh7
"Jhulelal Institute of Technology - [JIT], Nagpur",7.4,93500,450000,MH,MHJh7
"Nutan Maharashtra Institute of Engineering and Technology - [NMIET] Talegaon, Pune",7.4,97340,7700000,MH,MHNu7
"Shivajirao S Jondhale College of Engineering - [SSJCE], Thane",7.4,97380,450000,MH,MHSh7
"Dhole Patil College of Engineering - [DPCOE], Pune",7.4,104424,270000,MH,MHDh7
"JSPM Narhe Technical Campus - [JSPM NTC] Narhe, Pune",7.4,360000,540000,MH,MHJS7
"Sinhgad Academy of Engineering - [SAE] Kondhawa, Pune",7.5,97000,300000,MH,MHSi7
"Rajiv Gandhi College of Engineering and Research - [RGCER], Nagpur",7.5,100000,1000000,MH,MHRa7
"Maharashtra Institute of Technology - [MIT], Aurangabad",7.5,101200,3100000,MH,MHMa7
"KDK College of Engineering, Nagpur",7.5,107000,800000,MH,MHKD7
"Sanjivani College of Engineering Kopargaon, Ahmednagar",7.5,151002,1200000,MH,MHSa7
"MIT Academy of Engineering - [MITAOE], Pune",7.5,175737,1152000,MH,MHMI7
"Ajeenkya DY Patil University - [ADYPU], Pune",7.5,230000,1000000,MH,MHAj7
"Aurangabad College of Engineering - [ACE], Aurangabad",7.6,60500,260000,MH,MHAu7
"Gharda Institute of Technology-[GIT], Ratnagiri",7.6,69549,2936000,MH,MHGh7
"Sandip University, Nashik",7.6,75000,4400000,MH,MHSa7
"Sir Visvesvaraya Institute Of Technology - [SVIT] Chincholi, Nashik",7.6,91867,1250000,MH,MHSi7
"RMD Sinhgad School of Engineering -[RMDSSOE], Pune",7.6,96000,600000,MH,MHRM7
"Zeal Education Society's Zeal College of Engineering and Research - [ZCOER], Pune",7.6,110000,350000,MH,MHZe7
"International Institute of Information Technology - [I²IT], Pune",7.6,120079,1500000,MH,MHIn7
"Vidyavardhini's College of Engineering and Technology - [VCET], Palghar",7.6,121934,360000,MH,MHVi7
"Indian Institute of Information Technology - [IIIT], Nagpur",7.6,247000,1800000,MH,MHIn7
"Government College of Engineering - [GECA], Aurangabad",7.7,65839,540000,MH,MHGo7
"Bharati Vidyapeeth College of Engineering - [BVCOE], Kolhapur",7.7,82301,3300000,MH,MHBh7
"Government College of Engineering - [GCOE], Jalgaon",7.7,82956,1850000,MH,MHGo7
"Bapurao Deshmukh College of Engineering - [BDCE], Wardha",7.7,107000,250000,MH,MHBa7
"Priyadarshini Institute of Engineering and Technology - [PIET], Nagpur",7.7,108000,850000,MH,MHPr7
"D. Y. Patil College of Engineering, Pune",7.7,123998,150000,MH,MHD.7
"Rajarambapu Institute of Technology - [RIT], Sangli",7.7,140000,750000,MH,MHRa7
"Bharati Vidyapeeth Deemed University - [BVDU], Pune",7.7,157500,2130000,MH,MHBh7
"Genba Sopanrao Moze College of Engineering Balewadi, Pune",7.8,65000,580000,MH,MHGe7
"National Institute of Electronics and Information Technology - [NIELIT], Aurangabad",7.8,83250,500000,MH,MHNa7
"Dr DY Patil Vidyapeeth - [DPU], Pune",7.8,170000,500000,MH,MHDr7
"MIT School of Food Technology - [MITSoFT], Pune",7.8,175700,250000,MH,MHMI7
"Vishwakarma Institute of Technology, Pune",7.8,192044,6010000,MH,MHVi7
"MIT World Peace University - [MIT-WPU], Pune",7.8,310000,1800000,MH,MHMI7
"Shri Guru Gobind Singhji Institute of Engineering and Technology - [SGGSIE&T], Nanded",7.9,66793,208000,MH,MHSh7
"Sapkal Knowledge Hub - [SKH], Nashik",7.9,77377,220000,MH,MHSa7
"Sipna's College of Engineering and Technology, Amravati",7.9,90000,412000,MH,MHSi7
"Pune Institute of Computer Technology- [PICT], Pune",7.9,92000,420000,MH,MHPu7
"Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon, Pune",7.9,98000,1380000,MH,MHSm7
"Modern Education Society's College of Engineering - [MESCOE], Pune",7.9,109050,400000,MH,MHMo7
"Vishwakarma Institute of Information Technology - [VIIT], Pune",7.9,164894,7200000,MH,MHVi7
"MIT-WPU Faculty of Engineering, Pune",7.9,310000,2000000,MH,MHMI7
"Government College of Engineering - [GCOEN], Nagpur",8.0,27875,650000,MH,MHGo8
"Nanasaheb Mahadik College of Engineering - [NMCE], Sangli",8.0,65000,3722000,MH,MHNa8
"Sinhgad Institute of Technology and Science -[SITS] Narhe, Pune",8.0,98000,275000,MH,MHSi8
"Progressive Education Society's Modern College of Engineering - [MCOE], Pune",8.0,104986,420000,MH,MHPr8
"Laxminarayan Institute of Technology - [LIT], Nagpur",8.0,115000,350000,MH,MHLa8
"Bharati Vidyapeeth College of Engineering For Women, Pune",8.0,126966,550000,MH,MHBh8
"K.K. Wagh Institute of Engineering Education & Research - [KKWIEER], Nashik",8.0,138225,800000,MH,MHK.8
"Pimpri Chinchwad College of Engineering - [PCCOE], Pune",8.0,146086,7250000,MH,MHPi8
"Indian Institute of Information Technology - [IIIT], Pune",8.0,235700,4350000,MH,MHIn8
"Aditya Engineering College - [AEC], Beed",8.1,120000,1200000,MH,MHAd8
"Visvesvaraya National Institute of Technology - [VNIT], Nagpur",8.1,149200,4608000,MH,MHVi8
"Shri Ramdeobaba College of Engineering and Management - [RCOEM], Nagpur",8.1,165500,5200000,MH,MHSh8
"DKTE Society's Textile and Engineering Institute - [DKTE], Kolhapur",8.2,106000,575000,MH,MHDK8
"AISSMS College of Engineering - [AISSMSCOE], Pune",8.2,136000,1300000,MH,MHAI8
"Yeshwantrao Chavan College of Engineering - [YCCE], Nagpur",8.2,163801,4200000,MH,MHYe8
"Keystone School Of Engineering, Pune",8.2,320000,125000,MH,MHKe8
"Walchand College of Engineering - [WCE], Sangli",8.3,84935,400000,MH,MHWa8
"Institute of Bioinformatics and Biotechnology - [IBB], Pune",8.3,85787,400000,MH,MHIn8
"MKSSS's Cummins College of Engineering for Women, Pune",8.3,207265,3050000,MH,MHMK8
"Symbiosis Institute of Technology - [SIT], Pune",8.3,280000,3200000,MH,MHSy8
"K. C. College of Engineering And Management Studies And Research, Thane",8.3,390000,1200000,MH,MHK.8
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology - [VPKBIET] Baramati, Pune",8.4,96000,500000,MH,MHVi8
"Ballarpur Institute of Technology - [BIT], Chandrapur",8.5,85000,1500000,MH,MHBa8
"Bajaj Institute of Technology - [BIT], Wardha",8.5,96000,450000,MH,MHBa8
"GH Raisoni College of Engineering - [GHRCE], Nagpur",8.5,161330,1200000,MH,MHGH8
"College of Engineering - [COEP], Pune",8.6,40500,1729000,MH,MHCo8
"Sharad Institute of Technology College of Engineering, Kolhapur",8.6,83000,410000,MH,MHSh8
"Tulsiramji GaikwadPatil College of Engineering and Technology - [TGPCET], Nagpur",8.6,90000,360000,MH,MHTu8
"Priyadarshini College of Engineering - [PCE], Nagpur",8.6,113000,4000000,MH,MHPr8
"Kavikulguru Institute of Technology and Science - [KITS], Nagpur",8.7,103000,460000,MH,MHKa8
"St. John College of Engineering and Management - [SJCEM], Palghar",8.9,94000,300000,MH,MHSt8
"Army Institute of Technology - [AIT], Pune",8.9,250520,3920000,MH,MHAr8
"Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT] Bavdhan, Pune",9.6,110275,800000,MH,MHPa9
"National Institute of Technology - [NIT], Aizawl",7.0,150200,350000,MIZ,MINa7
"Sushila Devi Bansal College, Indore",5.0,30000,280000,MP,MPSu5
"Mittal Institute of Technology - [MIT], Bhopal",5.3,50000,500000,MP,MPMi5
"Dharmsinh Desai University - [DDU], Nadiad",5.9,152000,300000,MP,MPDh5
"Sam College of Engineering and Technology - [SAMCET], Bhopal",6.1,55000,1000000,MP,MPSa6
"Dayananda Sagar Institutions - [DSI], Bangalore",6.2,246180,474000,MP,MPDa6
"Swami Vivekanand University, Sagar",6.4,44000,6000000,MP,MPSw6
"Ujjain Engineering College - [UEC], Ujjain",6.8,25151,2600000,MP,MPUj6
"Rustamji Institute of Technology - [RJIT], Gwalior",6.8,81136,1200000,MP,MPRu6
"Vindhya Institute of Technology and Science - [VITS], Satna",6.9,53000,1000000,MP,MPVi6
"University Institute of Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya - [UIT- RGPV], Bhopal",7.0,23920,12500000,MP,MPUn7
"Vikrant Group of Institutions - [VGI], Indore",7.0,45000,775000,MP,MPVi7
"Patel College of Science and Technology - [PCST], Bhopal",7.0,56000,450000,MP,MPPa7
"Mahakal Institute of Technology - [MIT], Ujjain",7.0,57000,1900000,MP,MPMa7
"Bhopal Institute of Technology & Science - [BITS], Bhopal",7.1,55000,500000,MP,MPBh7
"Technocrats Institute of Technology - [TIT] (Excellence), Bhopal",7.1,74400,1600000,MP,MPTe7
"Jayam College of Engineering and Technology - [JCET], Dharmapuri",7.1,200000,2000000,MP,MPJa7
"Jabalpur Engineering College - [JEC], Jabalpur",7.2,22300,1200000,MP,MPJa7
"Jawaharlal Nehru College of Technology - [JNCT], Rewa",7.2,48000,1800000,MP,MPJa7
"Malwa Institute of Science and Technology - [MIST], Indore",7.2,53500,1200000,MP,MPMa7
"Jai Narain College of Technology & Science - [JNCTS], Bhopal",7.2,55000,1814000,MP,MPJa7
"Gyan Ganga Institute of Technology and Sciences - [GGITS], Jabalpur",7.2,70000,360000,MP,MPGy7
"Samrat Ashok Technological Institute - [S.A.T.I], Vidisha",7.2,71300,1200000,MP,MPSa7
"Oriental University - [OU], Indore",7.3,35000,240000,MP,MPOr7
"Bhabha Engineering Research Institute - [BERI], Bhopal",7.3,44000,2900000,MP,MPBh7
"AKS University - [AKSU], Satna",7.3,60000,508000,MP,MPAK7
"Truba College of Science and Technology - [TCST], Bhopal",7.3,60000,480000,MP,MPTr7
"Mandsaur Institute of Technology- [MIT], Indore",7.3,68400,425000,MP,MPMa7
"Indian Institute of Information Technology -[IIIT], Bhopal",7.3,224500,650000,MP,MPIn7
"Gyan Ganga College of Technology - [GGCT], Jabalpur",7.4,70000,350000,MP,MPGy7
"Shri Govindram Seksaria Institute of Technology and Science- [SGSITS], Indore",7.4,75550,800000,MP,MPSh7
"Madhav Institute of Technology and Science - [MITS], Gwalior",7.4,104070,3200000,MP,MPMa7
"Nowgong Engineering College, Chhatarpur",7.5,25080,166000,MP,MPNo7
"Oriental Institute of Science and Technology - [OIST], Bhopal",7.5,96000,2200000,MP,MPOr7
"Medi-Caps University, Indore",7.5,110000,340000,MP,MPMe7
"Sanghvi Institute of Management and Science - [SIMS], Indore",7.6,40000,350000,MP,MPSa7
"Gwalior Engineering College - [GEC], Gwalior",7.6,45600,576000,MP,MPGw7
"RKDF University, Bhopal",7.6,55000,5387000,MP,MPRK7
"Indore Institute of Science and Technology - [IIST], Indore",7.6,60000,250000,MP,MPIn7
"Bhopal Institute of Technology - [BIT], Bhopal",7.7,55000,450000,MP,MPBh7
"IES College of Technology - [ICOT], Bhopal",7.7,55000,500000,MP,MPIE7
"Bansal Institute of Science and Technology - [BIST], Bhopal",7.7,55000,240000,MP,MPBa7
"Institute of Engineering and Technology, Devi Ahilya University - [IET -DAVV], Indore",7.7,82961,675000,MP,MPIn7
"Dayananda Sagar University - [DSU], Bangalore",7.7,119793,2500000,MP,MPDa7
"Rabindranath Tagore University - [RNTU], Bhopal",7.8,45000,4400000,MP,MPRa7
"Trinity Institute of Technology and Research, Bhopal",7.8,53000,480000,MP,MPTr7
"Patel College of Science and Technology - [PCST], Indore",7.8,54000,1200000,MP,MPPa7
"Takshshila Institute of Engineering and Technology - [TIET], Jabalpur",7.8,58000,450000,MP,MPTa7
"Acropolis Institute of Technology & Research - [AITR], Indore",7.8,73600,800000,MP,MPAc7
"People's University, Bhopal",7.8,80000,250000,MP,MPPe7
"Jaypee University of Engineering and Technology - [JUET], Guna",7.8,189450,340000,MP,MPJa7
"Indian Institute of Information Technology - [IIITD], Dharwad",7.8,355000,5300000,MP,MPIn7
"Government College of Engineering - [GCE], Dharmapuri",7.9,7555,741000,MP,MPGo7
"Lakshmi Narain College of Technology - [LNCT], Jabalpur",7.9,48600,2100000,MP,MPLa7
"Sarvepalli Radhakrishnan University - [SRK], Bhopal",7.9,50000,450000,MP,MPSa7
"SAGE University, Indore",7.9,60000,3600000,MP,MPSA7
"Oriental Institute of Science and Technology - [OIST], Jabalpur",7.9,60000,1000000,MP,MPOr7
"Atal Bihari Vajpayee Indian Institute of Information Technology and Management - [ABVIIITM], Gwalior",7.9,187250,5175000,MP,MPAt7
"Symbiosis University of Applied Sciences- [SUAS], Indore",7.9,260000,163728,MP,MPSy7
"Bhabha University - [BU], Bhopal",8.0,44000,200000,MP,MPBh8
"Dayananda Sagar Academy of Technology and Management - [DSATM], Bangalore",8.0,97306,2500000,MP,MPDa8
"Jagran Lakecity University - [JLU], Bhopal",8.0,105000,2700000,MP,MPJa8
"Lakshmi Narain College of Technology - [LNCT], Bhopal",8.0,119400,4500000,MP,MPLa8
"Maulana Azad National Institute of Technology - [MANIT], Bhopal",8.0,154000,750000,MP,MPMa8
"Indian Institute of Information Technology Design and Manufacturing - [IIITDM], Jabalpur",8.0,158940,450000,MP,MPIn8
"VIT Bhopal University, Bhopal",8.0,201000,2100000,MP,MPVI8
"ITM University, Gwalior",8.0,207000,5500000,MP,MPIT8
"Institute Technology & Management - [ITM], Gwalior",8.1,77000,646000,MP,MPIn8
"Dayananda Sagar College of Engineering - [DSCE], Bangalore",8.1,91796,4500000,MP,MPDa8
"Shivajirao Kadam Group of Colleges, Indore",8.2,70000,250000,MP,MPSh8
"Technocrats Institute of Technology - [TIT], Bhopal",8.2,100000,600000,MP,MPTe8
"Amity University, Gwalior",8.2,208000,2400000,MP,MPAm8
"Swami Vivekanand College of Engineering - [SVCE], Indore",8.3,58500,1000000,MP,MPSw8
"Malwa Institute of Technology - [MIT], Indore",8.3,64200,480000,MP,MPMa8
"LNCT University - [LNCTU], Bhopal",8.3,80000,1410000,MP,MPLN8
"SDM College of Engineering and Technology - [SDMCET], Dharwad",8.3,350000,200000,MP,MPSD8
"Shri Krishna University - [SKU], Chhatarpur",8.4,46000,600000,MP,MPSh8
"Sardar Patel University - [SPUBGT], Balaghat",8.4,51500,350000,MP,MPSa8
"Acropolis Group of Institutions, Indore",8.4,73600,860000,MP,MPAc8
"SAGE University, Bhopal",8.4,90000,2000000,MP,MPSA8
"Sagar Institute of Science and Technology - [SISTec] - Sagar Group of Institutions, Bhopal",8.4,340000,500000,MP,MPSa8
"Madhyanchal Professional University - [MPU], Bhopal",8.5,40000,1800000,MP,MPMa8
"IIT Indore - Indian Institute of Technology - [IITI], Indore",8.5,233900,430000,MP,MPII8
"Renaissance University - [RU], Indore",8.6,80000,1200000,MP,MPRe8
"Rewa Engineering College - [REC], Rewa",8.7,49800,538000,MP,MPRe8
"Chameli Devi Group of Institution, Indore",8.8,35000,220000,MP,MPCh8
"IES University, Bhopal",8.8,55000,360000,MP,MPIE8
"IIT Dharwad - Indian Institute of Technology - [IITD], Dharwad",8.8,241500,2038000,MP,MPII8
"Avantika University, Ujjain",9.1,228000,1914000,MP,MPAv9
"Sagar Institute of Research & Technology Excellence -[SIRTE], Bhopal",9.2,60000,350000,MP,MPSa9
"National Institute of Technology - [NIT], Dimapur",7.3,138150,240000,NAG,NANa7
"Monad University, Hapur",7.8,151000,782000,NAG,NAMo7
"SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University], Navi Mumbai",8.0,275000,475000,NAG,NASV8
"St.Joseph University, Dimapur",8.5,123000,1000000,NAG,NASt8
"Adarsha College of Engineering - [ACE], Angul",6.1,374000,140000,OR,ORAd6
"Sri Sri University - [SSU], Cuttack",7.1,160000,7500000,OR,ORSr7
"Bhadrak Institute of Engineering and Technology - [BIET], Bhadrak",7.6,94000,1650000,OR,ORBh7
"Kalam Institute of Technology - [KIT], Ganjam",7.6,212000,2100000,OR,ORKa7
"ABIT Group of Institutions - [ABIT], Cuttack",7.8,81600,358000,OR,ORAB7
"Silicon Institute of Technology - [SIT], Sambalpur",7.8,460000,480000,OR,ORSi7
"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal",8.0,64400,350000,OR,ORIn8
"Seemanta Engineering College, Mayurbhanj",8.4,220000,1000000,OR,ORSe8
"CT Group of Institutions, Jalandhar",6.4,89080,420000,PB,PBCT6
"Sri Sai Group Of Institutes - [SSGI], Pathankot",6.8,76770,1650000,PB,PBSr6
"Sant Baba Bhag Singh University - [SBBSU], Jalandhar",7.1,103300,1600000,PB,PBSa7
"Giani Zail Singh Campus College of Engineering and Technology - [GZSCCET], Bathinda",7.1,104100,1200000,PB,PBGi7
"DAV Institute of Engineering and Technology - [DAVIET], Jalandhar",7.3,80750,1000000,PB,PBDA7
"I.K. Gujral Punjab Technical University - [IKG-PTU], Jalandhar",7.4,96100,4400000,PB,PBI.7
"Amritsar Group of Colleges - [AGC], Amritsar",7.4,403024,1900000,PB,PBAm7
"Sant Longowal Institute of Engineering and Technology - [SLIET], Sangrur",7.6,81000,2485000,PB,PBSa7
"Guru Nanak Dev Engineering College - [GNDEC], Ludhiana",7.6,98689,1800000,PB,PBGu7
"Chitkara Institute of Engineering and Technology - [CIET], Patiala",7.6,174000,2700000,PB,PBCh7
"P.U. Swami Sarvanand Giri Regional Centre - [PUSSGRC], Hoshiarpur",7.7,87755,300000,PB,PBP.7
"Guru Kashi University, Bathinda",7.7,92680,480000,PB,PBGu7
"Global Group of Institutes, Amritsar",7.7,104000,1500000,PB,PBGl7
"Thapar Institute of Engineering and Technology - [Thapar University], Patiala",7.7,413600,2545000,PB,PBTh7
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur",7.8,98000,250000,PB,PBRa7
"Akal University - [AU], Bathinda",7.9,92000,250000,PB,PBAk7
"CT University - [CTU], Ludhiana",7.9,154700,384000,PB,PBCT7
"Dr BR Ambedkar National Institute of Technology - [NIT], Jalandhar",7.9,164000,450000,PB,PBDr7
"Chitkara University - [CU], Patiala",7.9,164000,1400000,PB,PBCh7
"DAV University, Jalandhar",8.0,136000,5700000,PB,PBDA8
"PCTE Group of Institutes, Ludhiana",8.1,,2512000,PB,PBPC8
"Baba Banda Singh Bahadur Engineering College - [BBSBEC], Fatehgarh Sahib",8.1,90000,2800000,PB,PBBa8
"Amritsar College of Engineering and Technology - [ACET], Amritsar",8.1,403024,350000,PB,PBAm8
"Lovely Professional University - [LPU], Jalandhar",8.2,240000,3305000,PB,PBLo8
"Maharaja Ranjit Singh Punjab Technical University, Bathinda",8.3,89600,1500000,PB,PBMa8
"Sri Guru Granth Sahib World University - [SGGSWU], Fatehgarh Sahib",8.3,104000,340000,PB,PBSr8
"Shaheed Bhagat Singh State University - [SBSU], Firozpur",8.4,114434,2516000,PB,PBSh8
"Poornima Institute of Engineering and Technology - [PIET], Jaipur",5.5,89250,360000,RJ,RJPo5
"Aravali Institute of Technical Studies - [AITS], Udaipur",5.8,70000,750000,RJ,RJAr5
"Geetanjali Institute of Technical Studies - [GITS], Udaipur",5.9,70500,400000,RJ,RJGe5
"Maharishi Arvind Institute of Engineering & Technology - [MAIET], Jaipur",6.0,70000,500000,RJ,RJMa6
"Anand International College of Engineering, Jaipur",6.6,85000,1000000,RJ,RJAn6
"Laxmi Devi Institute of Engineering and Technology - [LIET], Alwar",6.7,77000,570000,RJ,RJLa6
"Singhania University, Jhunjhunu",7.0,42000,626000,RJ,RJSi7
"SS College of Engineering, Udaipur",7.0,77000,500000,RJ,RJSS7
"Modern Institute of Technology and Research Centre -[MITRC], Alwar",7.1,77750,1200000,RJ,RJMo7
"Jaipur Institute of Technology Group of Institution, Jaipur",7.1,84500,900000,RJ,RJJa7
"Vivekananda Institute of Technology - [VIT], Jaipur",7.1,88000,711000,RJ,RJVi7
"Suresh Gyan Vihar University - [SGVU], Jaipur",7.1,120000,1395000,RJ,RJSu7
"Global Institute of Technology - [GIT], Jaipur",7.2,96043,3600000,RJ,RJGl7
"Raj Engineering College- [REC], Jodhpur",7.3,40000,1500000,RJ,RJRa7
"Government Engineering College, Ajmer",7.3,70500,325000,RJ,RJGo7
"Northern Institute of Engineering Technical Campus - [NIET], Alwar",7.3,77000,365000,RJ,RJNo7
"College of Technology and Engineering, Maharana Pratap University of Agriculture and Technology - [CTAE], Udaipur",7.3,315000,500000,RJ,RJCo7
"Pratap University - [PU], Jaipur",7.3,387000,1400000,RJ,RJPr7
"Shyam University, Dausa",7.4,80000,700000,RJ,RJSh7
